Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,County,Submitted Data,Passed Quality Assurance Check,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Residents Hospitalizations with Confirmed COVID-19,Residents Hospitalizations with Confirmed COVID-19 and Up to Date with Vaccines,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents","Number of Residents who are Up to Date on COVID-19 Vaccinations, 14 Days or More Before Positive Test",Number of Residents Staying in this Facility for At Least 1 Day This Week,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week who Received a Completed COVID-19 Vaccination at Any Time,Recent Percentage of Current Healthcare Personnel who Received a Completed COVID-19 Vaccination at Any Time,Percentage of Current Healthcare Personnel who Received a Completed COVID-19 Vaccination at Any Time,Number of Residents Staying in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Residents Up to Date with COVID-19 Vaccines,Percentage of Current Residents Up to Date with COVID-19 Vaccines,Number of Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines,Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines
07/31/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,55,0,57,0,8,101,29,0,0,0,41,0,0,1896.55,275.86,,52,168,162,,96.429,38,,73.077,32,,19.048
08/07/2022,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,55,0,57,0,8,101,29,0,0,1,42,0,0,1896.55,275.86,,56,173,167,,96.532,41,,73.214,32,,18.497
08/14/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,55,0,57,0,8,101,29,0,0,2,44,0,0,1896.55,275.86,,55,170,163,,95.882,41,,74.545,33,,19.412
08/21/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,55,0,57,0,8,101,29,0,0,0,44,0,0,1896.55,275.86,,54,171,166,,97.076,41,,75.926,33,,19.298
08/28/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,1,56,0,57,0,8,101,29,0,0,0,44,34.48,0,1931.03,275.86,0,54,169,162,,95.858,41,,75.926,30,,17.751
09/04/2022,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,56,0,57,0,8,101,29,0,0,0,44,0,0,1931.03,275.86,,60,174,166,,95.402,45,,75,32,,18.391
09/11/2022,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,56,0,57,0,8,101,29,0,0,1,45,0,0,1931.03,275.86,,57,175,168,,96,42,,73.684,32,,18.286
09/18/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,56,0,57,0,8,101,29,0,0,0,45,0,0,1931.03,275.86,,56,170,164,,96.471,42,,75,30,,17.647
09/25/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,56,0,57,0,8,101,29,0,0,0,45,0,0,1931.03,275.86,0,54,170,164,,96.471,40,,74.074,29,,17.059
10/02/2022,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,5,61,0,57,0,8,101,29,0,0,2,47,172.41,0,2103.45,275.86,0,56,170,163,,95.882,41,,73.214,28,,16.471
10/09/2022,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,61,0,57,0,8,101,29,0,0,0,47,0,0,2103.45,275.86,0,58,173,165,,95.376,43,,74.138,29,,16.763
10/16/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,61,0,57,0,8,101,29,0,0,0,47,0,0,2103.45,275.86,0,57,174,166,,95.402,50,,87.719,30,,17.241
10/23/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,61,0,57,0,8,101,29,0,0,0,47,0,0,2103.45,275.86,0,57,173,165,,95.376,49,,85.965,29,,16.763
10/30/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,61,0,57,0,8,101,29,0,0,0,47,0,0,2103.45,275.86,0,57,170,164,,96.471,48,,84.211,29,,17.059
11/06/2022,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,61,0,57,0,8,101,59,0,0,0,47,0,0,1033.9,135.59,0,59,172,166,,96.512,49,,83.051,28,,16.279
11/13/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,61,0,57,0,8,101,59,0,0,0,47,0,0,1033.9,135.59,0,62,169,162,,95.858,52,,83.871,27,,15.976
11/20/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,61,0,57,0,8,101,59,0,0,0,47,0,0,1033.9,135.59,0,60,173,166,,95.954,50,,83.333,28,,16.185
11/27/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,61,0,57,0,8,101,59,0,0,0,47,0,0,1033.9,135.59,0,57,175,168,,96,48,,84.211,28,,16
12/04/2022,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,61,0,57,0,8,101,59,0,0,0,47,0,0,1033.9,135.59,0,54,131,130,,99.237,46,,85.185,22,,16.794
12/11/2022,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,61,0,57,0,8,101,59,0,0,0,47,0,0,1033.9,135.59,0,54,131,130,,99.237,46,,85.185,22,,16.794
12/18/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,61,0,57,0,8,101,59,0,0,0,47,0,0,1033.9,135.59,0,59,133,132,,99.248,51,,86.441,22,,16.541
12/25/22,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,61,0,57,0,8,101,59,0,0,0,47,0,0,1033.9,135.59,0,58,131,130,,99.237,51,,87.931,22,,16.794
01/01/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,61,0,57,0,8,101,59,0,0,0,47,0,0,1033.9,135.59,0,58,132,131,,99.242,51,,87.931,22,,16.667
01/08/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,3,64,0,57,0,8,101,59,0,0,2,49,50.85,0,1084.75,135.59,2,58,135,134,,99.259,52,,89.655,22,,16.296
01/15/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,2,66,0,57,0,8,101,59,0,0,0,49,33.9,0,1118.64,135.59,1,57,135,134,,99.259,52,,91.228,22,,16.296
01/22/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,2,68,0,57,0,8,101,59,0,0,0,49,33.9,0,1152.54,135.59,0,59,136,134,,98.529,54,,91.525,22,,16.176
01/29/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,5,73,1,58,0,8,101,59,0,0,2,51,84.75,0,1237.29,135.59,5,58,135,133,,98.519,53,,91.379,22,,16.296
02/05/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,73,1,59,1,9,101,59,0,0,0,51,0,16.95,1237.29,152.54,,59,133,131,,98.496,55,,93.22,22,,16.541
02/12/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,73,0,59,0,9,101,59,0,0,0,51,0,0,1237.29,152.54,,60,130,129,,99.231,56,,93.333,22,,16.923
02/19/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,73,3,62,0,9,101,59,0,0,0,51,0,0,1237.29,152.54,,60,128,127,,99.219,56,,93.333,21,,16.406
02/26/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,73,0,62,0,9,101,59,0,0,0,51,0,0,1237.29,152.54,,59,127,126,,99.213,54,,91.525,21,,16.535
03/05/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,73,0,62,0,9,101,59,0,0,0,51,0,0,1237.29,152.54,,61,128,127,,99.219,56,,91.803,20,,15.625
03/12/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,73,0,62,0,9,101,59,0,0,0,51,0,0,1237.29,152.54,,62,128,127,,99.219,56,,90.323,20,,15.625
03/19/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,73,0,62,0,9,101,59,0,0,0,51,0,0,1237.29,152.54,,61,130,129,,99.231,54,,88.525,20,,15.385
03/26/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,73,0,62,0,9,101,59,0,0,0,51,0,0,1237.29,152.54,,61,130,128,,98.462,54,,88.525,20,,15.385
04/02/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,73,0,62,0,9,101,59,0,0,0,51,0,0,1237.29,152.54,,59,131,130,,99.237,52,,88.136,20,,15.267
04/09/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,73,1,63,0,9,101,59,0,0,2,53,0,0,1237.29,152.54,,59,132,130,,98.485,52,,88.136,20,,15.152
04/16/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,73,1,64,0,9,101,59,0,0,0,53,0,0,1237.29,152.54,,58,131,129,,98.473,51,,87.931,20,,15.267
04/23/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,73,0,64,0,9,101,59,0,0,0,53,0,0,1237.29,152.54,,59,149,144,,96.644,52,,88.136,23,,15.436
04/30/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,73,1,65,0,9,101,59,0,0,0,53,0,0,1237.29,152.54,,56,152,146,,96.053,49,,87.5,23,,15.132
05/07/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,8,81,0,65,0,9,101,59,0,0,1,54,135.59,0,1372.88,152.54,5,58,152,147,,96.711,51,,87.931,22,,14.474
05/14/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,5,86,0,65,0,9,101,59,0,0,0,54,84.75,0,1457.63,152.54,3,59,151,146,,96.689,51,,86.441,22,,14.57
05/21/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,2,88,0,65,0,9,101,59,0,0,0,54,33.9,0,1491.53,152.54,2,61,150,145,,96.667,52,,85.246,22,,14.667
05/28/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,2,90,0,65,0,9,101,59,0,0,0,54,33.9,0,1525.42,152.54,2,61,148,143,,96.622,52,,85.246,23,,15.541
06/04/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,90,2,67,0,9,101,59,0,0,0,54,0,0,1525.42,152.54,,63,147,142,,96.599,54,,85.714,23,,15.646
06/11/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,90,2,69,0,9,101,59,0,0,0,54,0,0,1525.42,152.54,,60,147,141,,95.918,51,,85,23,,15.646
06/18/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,90,1,70,0,9,101,95,0,0,0,54,0,0,947.37,94.74,0,55,147,142,,96.599,46,,83.636,23,,15.646
06/25/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,90,0,70,0,9,101,95,0,0,1,55,0,0,947.37,94.74,0,55,146,141,,96.575,47,,85.455,22,,15.068
07/02/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,90,0,70,0,9,101,95,0,0,0,55,0,0,947.37,94.74,0,44,71,4,,5.634,43,,97.727,2,,2.817
07/09/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,1,91,2,72,0,9,101,95,0,0,0,55,10.53,0,957.89,94.74,1,44,71,4,,5.634,43,,97.727,2,,2.817
07/16/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,91,0,72,0,9,101,95,0,0,0,55,0,0,957.89,94.74,0,44,71,4,,5.634,43,,97.727,2,,2.817
07/23/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,91,2,74,0,9,101,95,0,0,0,55,0,0,957.89,94.74,0,44,71,4,,5.634,43,,97.727,2,,2.817
07/30/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,91,1,75,0,9,101,95,0,0,0,55,0,0,957.89,94.74,0,44,71,4,,5.634,43,,97.727,2,,2.817
08/06/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,91,1,76,0,9,101,95,0,0,0,55,0,0,957.89,94.74,0,44,71,4,,5.634,43,,97.727,2,,2.817
08/13/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,91,0,76,0,9,101,95,0,0,0,55,0,0,957.89,94.74,0,53,160,143,,89.375,47,,88.679,21,,13.125
08/20/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,91,0,76,0,9,101,95,0,0,0,55,0,0,957.89,94.74,0,55,160,144,,90,48,,87.273,22,,13.75
08/27/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,91,0,76,0,9,101,49,0,0,0,55,0,0,1857.14,183.67,0,56,167,150,,89.82,49,,87.5,22,,13.174
09/03/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,1,92,1,77,0,9,101,54,0,0,0,55,18.52,0,1703.7,166.67,0,56,167,150,,89.82,49,,87.5,22,,13.174
09/10/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,92,0,77,0,9,101,54,0,0,0,55,0,0,1703.7,166.67,0,58,168,148,,88.095,49,,84.483,21,,12.5
09/17/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,92,0,77,0,9,101,54,0,0,0,55,0,0,1703.7,166.67,0,57,168,151,,89.881,50,,87.719,22,,13.095
09/24/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,92,1,78,0,9,101,54,0,0,0,55,0,0,1703.7,166.67,0,55,168,152,,90.476,49,,89.091,22,,13.095
10/01/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,0,92,1,79,0,9,101,53,0,0,0,55,0,0,1735.85,169.81,0,55,,,,,,,,,,
10/08/2023,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,3,95,0,79,0,9,101,52,0,0,0,55,57.69,0,1826.92,173.08,0,55,,,,,,,,,,
10/15/23,105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,5613685600,Palm Beach,Y,Y,3,98,1,80,0,9,101,52,0,0,0,55,57.69,0,1884.62,173.08,3,,,,,,,,,,,
05/24/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,0,2,2,0,0,160,141,0,0,0,0,0,0,0,0,,,,,,,,,,,,
05/31/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,0,0,2,0,0,160,138,0,0,0,0,0,0,0,0,,,,,,,,,,,,
06/07/2020,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,0,0,2,0,0,160,139,0,0,0,0,0,0,0,0,,,,,,,,,,,,
06/14/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,0,0,2,0,0,160,136,0,0,0,0,0,0,0,0,,,,,,,,,,,,
06/21/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,0,0,2,0,0,160,140,0,0,1,1,0,0,0,0,,,,,,,,,,,,
06/28/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,0,0,2,0,0,160,140,0,0,3,4,0,0,0,0,,,,,,,,,,,,
07/05/2020,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,0,0,2,0,0,160,141,0,0,7,11,0,0,0,0,,,,,,,,,,,,
07/12/2020,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,1,1,0,2,0,0,160,146,0,0,5,16,6.85,0,6.85,0,,,,,,,,,,,,
07/19/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,2,3,1,3,1,1,160,143,0,0,8,24,13.99,6.99,20.98,6.99,,,,,,,,,,,,
07/26/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,6,9,1,4,0,1,160,130,0,0,2,26,46.15,0,69.23,7.69,,,,,,,,,,,,
08/02/2020,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,19,28,0,4,0,1,160,113,0,0,4,30,168.14,0,247.79,8.85,,,,,,,,,,,,
08/09/2020,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,3,31,0,4,0,1,160,112,0,0,0,30,26.79,0,276.79,8.93,,,,,,,,,,,,
08/16/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,13,44,1,5,1,2,160,111,0,0,5,35,117.12,9.01,396.4,18.02,,,,,,,,,,,,
08/23/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,8,52,0,5,0,2,160,109,0,0,1,36,73.39,0,477.06,18.35,,,,,,,,,,,,
08/30/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,1,53,1,6,1,3,160,116,0,0,2,38,8.62,8.62,456.9,25.86,,,,,,,,,,,,
09/06/2020,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,53,1,7,1,4,160,128,0,0,0,38,0,7.81,414.06,31.25,,,,,,,,,,,,
09/13/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,3,56,0,7,0,4,160,135,0,0,2,40,22.22,0,414.81,29.63,,,,,,,,,,,,
09/20/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,3,59,0,7,0,4,160,130,0,0,2,42,23.08,0,453.85,30.77,,98,159,67,,42.138,,,0,,,0
09/27/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,59,1,8,0,4,160,121,0,0,1,43,0,0,487.6,33.06,,108,154,65,,42.208,,,0,,,0
10/04/2020,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,59,0,8,0,4,160,126,0,0,0,43,0,0,468.25,31.75,,103,155,71,,45.806,,,0,,,0
10/11/2020,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,59,0,8,0,4,160,136,0,0,1,44,0,0,433.82,29.41,,108,159,71,,44.654,,,0,,,0
10/18/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,59,0,8,0,4,160,132,0,0,0,44,0,0,446.97,30.3,,103,159,71,,44.654,,,0,,,0
10/25/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,59,0,8,0,4,160,133,0,0,0,44,0,0,443.61,30.08,,102,160,71,,44.375,,,0,,,0
11/01/2020,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,59,0,8,0,4,160,137,0,0,0,44,0,0,430.66,29.2,,108,160,70,,43.75,,,0,,,0
11/08/2020,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,0,59,0,8,0,4,160,152,0,0,3,47,0,0,388.16,26.32,,108,165,69,,41.818,,,0,,,0
11/15/20,105491,"GANDY FL OPCO, LLC",4610 S MANHATTAN AVE,TAMPA,FL,33611,8138395311,Hillsborough,Y,Y,4,63,0,8,0,4,160,149,0,0,0,47,26.85,0,422.82,26.85,,113,160,69,,43.125,,,0,,,0
